"evidence","login","id","savingTime","clientTime","uxLang","parameter","recommendedId","recommendedVideoId","recommendedAuthor","recommendedTitle","recommendedLength","recommendedDisplayL","recommendedLengthText","recommendedPubTime","recommendedRelativeS","recommendedViews","recommendedForYou","recommendedVerified","recommendationOrder","recommendedKind","watchedVideoId","watchedTitle","watchedAuthor","watchedChannel","watchedPubTime","watchedViews","watchedLike","watchedDislike","hoursOffset","experiment","pseudonym","step","top20","isAPItoo","thumbnail","qualitative"
37,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","b91c0693bfa0723ef96316f4c5b1fd3d2e103e63","VNP30CyV7qo","NBC News","Nightly News Full Broadcast (March 21st)",67380,"18:43","18 minutos",2020-03-22T23:59:17.000Z,259200,2858,"false","true",38,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","true","https://i.ytimg.com/vi/VNP30CyV7qo/mqdefault.jpg","relevant"
38,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","6597f33fcef04e60b7e01fd2d7fb6016a6070a5a","PYpVLBAxhIU","Sky News","Coronavirus: UK deaths rise faster than Italy and China at same stage of outbreak",6960,"1:56","116 segundos",2020-03-22T23:59:17.000Z,259200,1495,"false","true",39,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/PYpVLBAxhIU/mqdefault.jpg","relevant"
39,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","3e573b7a9b8d360f215a13946c0cfca10639c557","q5dNe2NRbqc","ITV News","Police enforce UK Government’s coronavirus lockdown rules | ITV News",9900,"2:45","2 minutos y 45 segundos",2020-03-24T23:59:17.000Z,86400,285639,"false","true",40,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/q5dNe2NRbqc/mqdefault.jpg","relevant"
40,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","cc829d42cd0504a3a0f1ac03427514f1c445e376","2F3KHb_1bkw","BBC News","Coronavirus: More myths to ignore - BBC News",8220,"2:17","2 minutos y 17 segundos",2020-03-23T23:59:17.000Z,172800,213678,"false","true",41,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/2F3KHb_1bkw/mqdefault.jpg","relevant"
41,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","89af762e7db26ef3a78fcd2bac6765365a2c4eb1","WV6-qaNn1to","CBS This Morning","Newly reported coronavirus symptom catches doctors’ attention",16020,"4:27","4 minutos y 27 segundos",2020-03-24T23:59:17.000Z,86400,83072,"false","true",42,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/WV6-qaNn1to/mqdefault.jpg","relevant"
42,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","d71f94bda145b9433c79ae89fe14a31f65899cd3","AJRMEmvMB24","Sky News","21-year-old with no underlying health concerns dies from COVID-19",7680,"2:08","2 minutos y 8 segundos",2020-03-25T13:59:17.000Z,36000,588052,"false","true",43,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/AJRMEmvMB24/mqdefault.jpg","relevant"
43,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","e746a83ea6bbec6b9589e062a2d36ea6dbeec124","Tq88pZ3qthY","Channel 4 News","USA could be next virus epicentre - as it spreads through New York ‘like a bullet train’",44160,"12:16","12 minutos y 16 segundos",2020-03-25T19:59:17.000Z,14400,25537,"false","true",44,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/Tq88pZ3qthY/mqdefault.jpg","linked"
44,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","cc4d7ec82185ad6069bc55ad4b43ae82a872f374","ZIAHa2aGf34","NBC News","NBC Nightly News Broadcast (Full) - March 24th, 2020 | NBC Nightly News",70680,"19:38","19 minutos",2020-03-25T03:59:17.000Z,72000,1066,"false","true",45,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/ZIAHa2aGf34/mqdefault.jpg","linked"
45,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","1471c30afe42c6df95242a1e64bd6e7e30993de9","5Ch0_1fDHio","Guardian News","Coronavirus: senate to vote on Covid-19 relief package – watch live","","","",2020-03-25T16:59:17.000Z,25200,44929,"false","true",46,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/5Ch0_1fDHio/mqdefault.jpg","relevant"
46,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","2b70d515baf49be8e8c42d9c81582c43bcc56ff0","Lk61ZtLLYdE","Guardian News","Coronavirus: US task force holds daily briefing – watch live","","","",2020-03-25T07:59:17.000Z,57600,3910,"false","true",47,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/Lk61ZtLLYdE/mqdefault.jpg","relevant"
47,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","c72461edfafedeed908469710b4b957b18877417","1APwq1df6Mw","World Health Organization (WHO)","How to protect yourself against COVID-19",5460,"1:31","91 segundos",2020-03-04T23:59:17.000Z,1814400,2726,"false","true",48,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/1APwq1df6Mw/mqdefault.jpg","relevant"
48,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","652922787110a725b07b3de7913df6a4210dd9ef","GUWKL3Fu9WA","BBC News","Global coronavirus cases surpassed 400,000  - BBC News",68040,"18:54","18 minutos",2020-03-25T10:59:17.000Z,46800,804140,"false","true",49,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","true","https://i.ytimg.com/vi/GUWKL3Fu9WA/mqdefault.jpg","relevant"
49,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","921fe2cb60310cd0611b2a0faca4e9dc535d6635","TLpbfOJ4bJU","DW Documentary","Better brain health | DW Documentary",152760,"42:26","42 minutos",2020-03-11T23:59:17.000Z,1209600,1096,"false","true",50,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/TLpbfOJ4bJU/mqdefault.jpg","linked"
50,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","c56fbd910ce1cfc36aa991c368152bddbb1377a1","qhDcsTY517E","ITV News","UK coronavirus death toll rises to 422 in biggest daily increase | ITV News",11340,"3:09","3 minutos y 9 segundos",2020-03-24T23:59:17.000Z,86400,401485,"false","true",51,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/qhDcsTY517E/mqdefault.jpg","relevant"
51,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","c88727c413cee5c608c41c70282cb8854bf4345f","LpzXMD__TbY","NowThis News","Senate Expected to Vote on Coronavirus Relief Package | LIVE | NowThis","","","",2020-03-25T15:59:17.000Z,28800,14546,"false","true",52,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/LpzXMD__TbY/mqdefault.jpg","relevant"
52,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","0c21936dd8c77b79906963d502614e0fd10592da","6bTF0_GUsRg","Sky News","Coronavirus: Do two-thirds of us already have it?",8820,"2:27","2 minutos y 27 segundos",2020-03-25T20:59:17.000Z,10800,36332,"false","true",53,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","true","https://i.ytimg.com/vi/6bTF0_GUsRg/mqdefault.jpg","relevant"
53,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","4fe5490ce10c9df9345ce4d3d0717ece8130977c","9gb6KJYFJiw","BBC News","Coronavirus: ’You must stay at home’ UK public told - BBC News",63840,"17:44","17 minutos",2020-03-23T23:59:17.000Z,172800,718321,"false","true",54,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/9gb6KJYFJiw/mqdefault.jpg","relevant"
54,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","6953ce833c9707f0621b4866da41da69c477ad2f","CgBU_XWPZBY","BBC News","Coronavirus: UK pubs and restaurants told to shut to fight virus - BBC News",57480,"15:58","15 minutos",2020-03-20T23:59:17.000Z,432000,291585,"false","true",55,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/CgBU_XWPZBY/mqdefault.jpg","relevant"
55,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","aa1ca1bafb883461a70f255938f5a1e60ec753f9","21MIvkk7Imc","BBC News","Four ways to protect yourself from coronavirus - BBC News",12300,"3:25","3 minutos y 25 segundos",2020-03-18T23:59:17.000Z,604800,128847,"false","true",56,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/21MIvkk7Imc/mqdefault.jpg","relevant"
56,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","3845a528d54427107bac038f6e227f0521669396","d36-St2T9iE","BBC News","Coronavirus: Death toll in the UK reaches 422 - BBC News",3360,"0:56","56 segundos",2020-03-24T23:59:17.000Z,86400,162582,"false","true",57,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/d36-St2T9iE/mqdefault.jpg","relevant"
57,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","6f9b3bd615cc209ba7cc14213a481b6f2bec87bc","DW4B7s2ZdBg","CNBC","How Coronavirus Could Slow Down Amazon Deliveries",59220,"16:27","16 minutos",2020-03-21T23:59:17.000Z,345600,772284,"false","true",58,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","true","https://i.ytimg.com/vi/DW4B7s2ZdBg/mqdefault.jpg","relevant"
58,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","e23bbd188653212c882640b741000108650fd78c","O2QvxdbaMP8","BBC News","Coronavirus: Thousands volunteer to help NHS with vulnerable - BBC News",103080,"28:38","28 minutos",2020-03-25T18:59:17.000Z,18000,93970,"false","true",59,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","true","https://i.ytimg.com/vi/O2QvxdbaMP8/mqdefault.jpg","relevant"
59,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","60fa445ab36a056cd1291d0d18d8c232984b7cca","GjiquXnnmR4","QuickTake by Bloomberg","Coronavirus Update: Fauci Says Covid-19 May Be Seasonal, Worries About Lifting Travel Limits","","","",2020-03-25T12:59:17.000Z,39600,59242,"false","true",60,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/GjiquXnnmR4/mqdefault.jpg","relevant"
60,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","4e5bad68582db570c64c9644d882b6f616d96105","wXsV5XiBIxY","BBC News","Coronavirus: Pressure grows on Japan and IOC to cancel Olympics - BBC News",7200,"2:00","2 minutos",2020-03-23T23:59:17.000Z,172800,111438,"false","true",61,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/wXsV5XiBIxY/mqdefault.jpg","relevant"
61,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","610ae247394aaf9c6b62197b4dcbd08af643a577","L1DqkGQ-aXw","BBC News","Coronavirus: India observes 14-hour curfew - BBC News",5880,"1:38","98 segundos",2020-03-23T23:59:17.000Z,172800,247911,"false","true",62,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/L1DqkGQ-aXw/mqdefault.jpg","relevant"
62,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","30f3ac8f444383a16d643f014dbfcc524421d3a0","ibqWi3LQza8","Reuters","Senate expected to vote on coronavirus relief package today","","","",2020-03-25T16:59:17.000Z,25200,1371,"false","true",63,"live","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/ibqWi3LQza8/mqdefault.jpg","relevant"
63,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","146dc48ef28e814918ecc6c98ee10935fade5feb","8AD_6OYA88c","Nine News Australia","Coronavirus: NSW Premier announces ’substantial increase’ in COVID-19 cases | Nine News Australia",29520,"8:12","8 minutos y 12 segundos",2020-03-23T23:59:17.000Z,172800,404930,"false","true",64,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/8AD_6OYA88c/mqdefault.jpg","relevant"
64,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","46b46e34628a21807d58dd842eb4cf81f55b7704","7Agd2SnLM84","Channel 4 News","Coronavirus panic buyers ‘should be ashamed’ says NHS Director as world leaders call for calm",97620,"27:07","27 minutos",2020-03-21T23:59:17.000Z,345600,161222,"false","true",65,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/7Agd2SnLM84/mqdefault.jpg","relevant"
65,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","d338d14a0898448fbeb2deae369094e088bf3920","fZI-yGZiSkQ","CNA","COVID-19: Singapore limits gathering size to 10, closes entertainment venues | Full news conference",212580,"59:03","59 minutos",2020-03-24T23:59:17.000Z,86400,115035,"false","true",66,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/fZI-yGZiSkQ/mqdefault.jpg","relevant"
66,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","94e14f9b9b2159f5184114ce2171680fa56e03ec","8qdNT1fDqRE","CBN News","CORONAVIRUS: Economy Could Be Open in Weeks, Not Months | News on The 700 Club, March 24, 2020",82200,"22:50","22 minutos",2020-03-24T23:59:17.000Z,86400,7481,"false","true",67,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/8qdNT1fDqRE/mqdefault.jpg","relevant"
67,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","213eeb8f34aab9b1441f8516af470fb4303b3a9a","vwZJGK5HoAg","CBS Chicago","Foggy Morning, Sunny Day Ahead",7680,"2:08","2 minutos y 8 segundos",2020-03-25T11:59:17.000Z,43200,325,"false","true",68,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/vwZJGK5HoAg/mqdefault.jpg","off-topic"
68,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","acb553d636572915979f6414c6ef244163ca1484","28ZN0wsfBpk","Channel 4 News","Intensive care doctor warns of ’tsunami’ of UK coronavirus cases - says we ’won’t cope’ | COVID-19",25740,"7:09","7 minutos y 9 segundos",2020-03-25T12:59:17.000Z,39600,172185,"false","true",69,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/28ZN0wsfBpk/mqdefault.jpg","relevant"
69,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","45d4dbe505bcc7fb19283ba7f0de35319903de23","r5v3wHOlPcY","Channels Television","Coronavirus:  How Nigerians Are Surviving In Italy, UK",25620,"7:07","7 minutos y 7 segundos",2020-03-18T23:59:17.000Z,604800,501558,"false","true",70,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/r5v3wHOlPcY/mqdefault.jpg","relevant"
70,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","99100d4b63b7a9523b78688ce74086c8f9ef847f","rAypPakwvfE","Fox Business","McCarthy: Dems are trying to restructure US with coronavirus bill",25620,"7:07","7 minutos y 7 segundos",2020-03-24T23:59:17.000Z,86400,127250,"false","true",71,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/rAypPakwvfE/mqdefault.jpg","relevant"
71,"false","d9b98cae9ae98efea",2020-03-25T23:48:08.194Z,2020-03-25T23:58:59.000Z,"es","","b880d884335e9311a2ff90713d17929c0c55df27","SoC-EMmh8Yk","BBC News","Queen still ’in good health’ - BBC News",27000,"7:30","7 minutos y 30 segundos",2020-03-25T11:59:17.000Z,43200,167040,"false","true",72,"video","A2kiXc5XEdU","How do I know if I have coronavirus? - BBC News","BBC News","/user/bbcnews",2020-03-21T00:00:00.000Z,635436,6042,213,25,"wetest1","sandwich-waffle-caramel","English","false","false","https://i.ytimg.com/vi/SoC-EMmh8Yk/mqdefault.jpg","linked"
